ID,Full Name,Country,Weight,Height,Position,Team Abbreviation,Team Full Name,Total Games,Total Points,Total Assists,Total Rebounds,Total Blocks,Total Steals,Avg Points,Avg Rebounds,Avg Assists,Avg Blocks,Avg Steals,Season Games,Season Points,Season Assists,Season Rebounds,Season Blocks,Season Steals,Season Avg Points,Season Avg Rebounds,Season Avg Assists,Season Avg Blocks,Season Avg Steals,
1628969,Mikal Bridges,USA,94.78,198,Guard-Forward,NYK,New York Knicks,721,11056,2094,2883,440,848,15.3,4.0,2.9,0.6,1.2,,,,,,,,,,,
1628970,Miles Bridges,USA,102.04,201,Forward,PHX,Phoenix Suns,501,7956,1381,3077,328,368,15.9,6.1,2.8,0.7,0.7,,,,,,,,,,,
1628415,Dillon Brooks,Canada,102.04,201,Guard-Forward,PHX,Phoenix Suns,548,8101,1081,1797,133,506,14.8,3.3,2.0,0.2,0.9,,,,,,,,,,,
1641780,Johni Broome,USA,110.66,206,Forward,LAC,LA Clippers,11,10,4,16,2,3,0.9,1.5,0.4,0.2,0.3,,,,,,,,,,,
1628971,Bruce Brown,USA,91.61,193,Guard-Forward,DEN,Denver Nuggets,647,5760,1567,2695,270,596,8.9,4.2,2.4,0.4,0.9,,,,,,,,,,,
1627759,Jaylen Brown,USA,101.13,198,Guard-Forward,PHI,Philadelphia 76ers,674,13474,1953,3700,255,684,20.0,5.5,2.9,0.4,1.0,,,,,,,,,,,
1641738,Kobe Brown,USA,113.38,201,Forward,IND,Indiana Pacers,206,872,209,497,34,65,4.2,2.4,1.0,0.2,0.3,,,,,,,,,,,
1628973,Jalen Brunson,USA,86.17,188,Guard,NYK,New York Knicks,561,10748,2952,1796,56,408,19.2,3.2,5.3,0.1,0.7,,,,,,,,,,,
1642868,Carter Bryant,USA,99.77,198,Forward,SAS,San Antonio Spurs,71,298,47,178,23,16,4.2,2.5,0.7,0.3,0.2,,,,,,,,,,,
1628418,Thomas Bryant,USA,112.47,206,Center-Forward,CLE,Cleveland Cavaliers,518,4336,443,2497,331,177,8.4,4.8,0.9,0.6,0.3,,,,,,,,,,,
202710,Jimmy Butler III,USA,104.31,198,Forward,GSW,Golden State Warriors,1027,18837,4518,5496,444,1655,18.3,5.4,4.4,0.4,1.6,,,,,,,,,,,
1641824,Matas Buzelis,USA,88.89,203,Forward,CHI,Chicago Bulls,157,1940,237,726,191,84,12.4,4.6,1.5,1.2,0.5,,,,,,,,,,,
1631288,Jamal Cain,USA,86.62,201,Forward,ORL,Orlando Magic,121,606,73,252,19,55,5.0,2.1,0.6,0.2,0.5,,,,,,,,,,,
203484,Kentavious Caldwell-Pope,USA,92.52,196,Guard,PHI,Philadelphia 76ers,963,10600,1791,2833,273,1100,11.0,2.9,1.9,0.3,1.1,,,,,,,,,,,
1641739,Toumani Camara,Belgium,104.31,201,Forward,POR,Portland Trail Blazers,230,2509,463,1214,118,276,10.9,5.3,2.0,0.5,1.2,,,,,,,,,,,
